price18,date
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76170,2025-06-14T14:20:06
76160,2025-06-14T14:30:58
76160,2025-06-14T14:30:58
76150,2025-06-14T14:33:22
76150,2025-06-14T14:33:22
76150,2025-06-14T14:33:22
76150,2025-06-14T14:33:22
76160,2025-06-14T14:36:51
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76150,2025-06-14T14:38:38
76140,2025-06-14T14:49:28
76140,2025-06-14T14:49:28
76140,2025-06-14T14:49:28
76140,2025-06-14T14:49:28
76140,2025-06-14T14:49:28
76150,2025-06-14T14:54:27
76170,2025-06-14T14:55:11
76170,2025-06-14T14:55:11
76190,2025-06-14T14:57:28
76210,2025-06-14T14:58:18
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76220,2025-06-14T14:59:00
76200,2025-06-14T15:22:47
76200,2025-06-14T15:22:47
76200,2025-06-14T15:22:47
76200,2025-06-14T15:22:47
76190,2025-06-14T15:26:36
76170,2025-06-14T15:28:02
76160,2025-06-14T15:29:01
76150,2025-06-14T15:29:45
76160,2025-06-14T15:30:12
76180,2025-06-14T15:31:41
76190,2025-06-14T15:32:45
76190,2025-06-14T15:32:45
76200,2025-06-14T15:34:15
76200,2025-06-14T15:34:15
76220,2025-06-14T15:36:51
76190,2025-06-14T15:38:07
76180,2025-06-14T15:39:08
76170,2025-06-14T15:40:08
76160,2025-06-14T15:40:34
76150,2025-06-14T15:41:47
76140,2025-06-14T15:42:20
76140,2025-06-14T15:42:20
76120,2025-06-14T15:44:28
76110,2025-06-14T15:45:38
76100,2025-06-14T15:47:00
76100,2025-06-14T15:47:00
76110,2025-06-14T15:48:39
76110,2025-06-14T15:48:39
76120,2025-06-14T15:51:12
76120,2025-06-14T15:51:12
76130,2025-06-14T15:52:41
76150,2025-06-14T15:53:41
76150,2025-06-14T15:53:41
76160,2025-06-14T15:56:01
76160,2025-06-14T15:56:01
76160,2025-06-14T15:56:01
76160,2025-06-14T15:56:01
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76170,2025-06-14T15:59:55
76160,2025-06-14T16:12:00
76160,2025-06-14T16:12:00
76160,2025-06-14T16:12:00
76160,2025-06-14T16:12:00
76160,2025-06-14T16:12:00
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
76150,2025-06-14T16:16:15
